Unnamed: 0,Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,60,EBA,1,1583,La Sierra,"Escuela N° 45, Sala Informática",149,S,Rural,87,EDC,9601,Castillos,Jardín de Infantes 104 - Freire y 25 de Agosto al fondo,405,Urb.,118,EEA,17400,17834,Lascano,"Escuela N° 93 - Rincón c/19 de Abril - a la derecha, SalónInicial",397,N,147,EFB,18138,18565,Chuy,"Liceo N° 1 - Gral. Artigas y Gaboto, a la izquierda",400,file
,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Urb.,,,,,,,,,151.0,EFB,19819.0,20249.0,Chuy,"Liceo N° 2 - San Miguel y Gaboto, a la izquierda",404.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,152.0,EFC,1.0,1697.0,P. Grande,Centro Cultural - Leopoldo Fernández s/n,343.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,153.0,EFC,1698.0,2431.0,P. Grande,Liceo Local - Leopoldo Fernández a la izquierda,343.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,154.0,EFC,2432.0,3065.0,P. Grande,Liceo Local - Leopoldo Fernández a la derecha,343.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Urb.,,,,,,,,,155.0,EFC,3066.0,3525.0,P. Grande,Escuela N° 29 - Al frente,343.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Urb.,,,,,,,,,156.0,EFC,3526.0,3937.0,P. Grande,Escuela N° 29 - Comedor,345.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,157.0,EFD,1.0,3227.0,Cebollatí,"Escuela N° 55, San Luis c/Rocha, 1er. Salón a la derecha",377.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,158.0,EFD,3228.0,3942.0,Cebollatí,"Escuela N° 55, San Luis c/Rocha, 4to. Salón a la derecha",377.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Urb.,,,,,,,,,159.0,EFD,3943.0,4449.0,Cebollatí,"Centro Cultural ""Lucas Techera"" por San Miguel",377.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,160.0,EFD,4450.0,4862.0,Cebollatí,"Liceo Local, Calle Castillos, a la derecha",378.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,161.0,EFE,1.0,1529.0,Coronilla,Escuela N° 27,68.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,162.0,EFF,1.0,873.0,Quebracho,Escuela N° 33,59.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,163.0,EFG,1.0,1468.0,San Luis,Escuela N° 17 - Comedor,275.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,164.0,EFG,1469.0,1913.0,San Luis,Escuela N° 17 - Salón Liceal,275.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,165.0,EFG,1914.0,2233.0,San Luis,Junta Local de San Luis,276.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,166.0,EFH,1.0,633.0,B. de Chuy,Escuela N° 74,248.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,167.0,EFH,634.0,997.0,B. de Chuy,Escuela N° 74,248.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Rural,,,,,,,,,168.0,EFH,998.0,1279.0,B. de Chuy,CEA/74(UTU) Calle C y 17 mts.,248.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Rural,,,,,,,,,169.0,EFH,1280.0,1540.0,B. de Chuy,Junta Local de Barra de Chuy,249.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,Urb.,,,,,,,,,170.0,EFI,1.0,245.0,P. del Diablo,Escuela N° 96,230.0,planes_circuitales\Rocha.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,Urb.,,,,,,,,,171.0,EFI,246.0,479.0,P. del Diablo,Escuela N° 96,230.0,planes_circuitales\Rocha.pdf
