Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,Unnamed: 0,file
919.0,CMJ,14276,14760,EL PINAR,"Liceo IEP, Pérez Butler Mz.214 - Sl.15",404.0,S,Urbano,,planes_circuitales\Canelones.pdf
920.0,CMK,1,565,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",399.0,S,Urbano,,planes_circuitales\Canelones.pdf
921.0,CMK,566,1095,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
922.0,CMK,1096,1610,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
923.0,CMK,1611,2150,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
924.0,CMK,2151,2630,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
925.0,CMK,2631,3076,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
926.0,CMK,3077,3554,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
927.0,CMK,3555,4013,COLONIA NICOLICH,"Escuela N° 171, J. P. Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
928.0,CMK,4014,4474,COLONIA NICOLICH,"Liceo Colonia Nicolich, General Artigas N° 15, Ruta 101 Km 22,700",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
929.0,CMK,4475,4925,COLONIA NICOLICH,"Liceo Colonia Nicolich, General Artigas N° 15, Ruta 101 Km 22,700",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
930.0,CMK,4926,5351,COLONIA NICOLICH,"Liceo Colonia Nicolich, General Artigas N° 15, Ruta 101 Km 22,700",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
931.0,CMK,5352,5778,COLONIA NICOLICH,"Liceo Colonia Nicolich, General Artigas N° 15, Ruta 101 Km 22,700",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
932.0,CMK,5779,6206,COLONIA NICOLICH,"Liceo Colonia Nicolich, General Artigas N° 15, Ruta 101 Km 22,700",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
933.0,CMK,6207,6635,COLONIA NICOLICH,"Jardín No293, José Pedro Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
934.0,CMK,6636,7043,COLONIA NICOLICH,"Jardín No293, José Pedro Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
935.0,CMK,7044,7443,COLONIA NICOLICH,"Jardín No293, José Pedro Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
936.0,CMK,7444,7841,COLONIA NICOLICH,"Jardín No293, José Pedro Varela esquina Morquio",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
937.0,CMK,7842,8238,COLONIA NICOLICH,"Oficina del Municipio, Ruta 101 km 22, esquina Panambí",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
938.0,CMK,8239,8635,COLONIA NICOLICH,"Oficina del Municipio, Ruta 101 km 22, esquina Panambí",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
939.0,CMK,8636,9056,COLONIA NICOLICH,"Oficina del Municipio, Ruta 101 km 22, esquina Panambí",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
940.0,CNA,1,4310,JUANICO,"CAIF ""Caritas"", MEVIR 1 N° 13080",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
941.0,CNA,4311,5434,JUANICO,"CAIF ""Caritas"", MEVIR 1 N° 13080",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
942.0,CNA,5435,6398,JUANICO,"CAIF ""Caritas"", MEVIR 1 N° 13080",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
943.0,CNA,6399,7275,JUANICO,"Liceo Juanicó, Vanoni esquina Perú",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
945.0,CNA,7953,8471,JUANICO,"Liceo Juanicó, Vanoni esquina Perú",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
946.0,CNA,8472,8938,JUANICO,"Liceo Juanicó, Vanoni esquina Perú",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
947.0,CNA,8939,9349,JUANICO,"Liceo Juanicó, Vanoni esquina Perú",374.0,S,Urbano,,planes_circuitales\Canelones.pdf
948.0,CNA,9350,9741,JUANICO,"Liceo Juanicó, Vanoni esquina Perú",376.0,S,Urbano,,planes_circuitales\Canelones.pdf
949.0,COA,1,4334,SAN ANTONIO,"Municipio San Antonio, Rogelio Martínez y Juan Durante",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
950.0,COA,4335,5133,SAN ANTONIO,"Municipio San Antonio, Rogelio Martínez y Juan Durante",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
951.0,COA,5134,5768,SAN ANTONIO,"UTU, J. B. Durante s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
952.0,COA,5769,6292,SAN ANTONIO,"UTU, J. B. Durante s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
953.0,COA,6293,6755,SAN ANTONIO,"Escuela N° 121, Ma. Pereira y J. Alfaro",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
954.0,COA,6756,7196,SAN ANTONIO,"Escuela N° 121, Ma. Pereira y J. Alfaro",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
955.0,COA,7197,7619,SAN ANTONIO,"Escuela N° 121, Ma. Pereira y J. Alfaro",409.0,N,Urbano,,planes_circuitales\Canelones.pdf
956.0,CPA,1,6306,SAN BAUTISTA,"Municipio, P. Marabotto s/n casi L. A. de Herrera",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
957.0,CPA,6307,7722,SAN BAUTISTA,"Municipio, P. Marabotto s/n casi L. A. de Herrera",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
958.0,CPA,7723,8475,SAN BAUTISTA,"Escuela N° 122, M. Martinez de Fariña casi Treinta y Tres",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
959.0,CPA,8476,9153,SAN BAUTISTA,"Escuela N° 122, M. Martinez de Fariña casi Treinta y Tres",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
960.0,CPA,9154,9711,SAN BAUTISTA,"Escuela N° 122, M. Martinez de Fariña casi Treinta y Tres",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
961.0,CPA,9712,10206,SAN BAUTISTA,"Escuela N° 122, M. Martinez de Fariña casi Treinta y Tres",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
962.0,CPA,10207,10644,SAN BAUTISTA,"Escuela N° 122, M. Martinez de Fariña casi Treinta y Tres",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
963.0,CPA,10645,11074,SAN BAUTISTA,"Liceo N° 2, P. Marabotto esq. Camino Nacional y M. M. de Fariña",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
964.0,CPA,11075,11481,SAN BAUTISTA,"Liceo N° 2, P. Marabotto esq. Camino Nacional y M. M. de Fariña",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
965.0,CQA,1,7231,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
966.0,CQA,7232,9209,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
967.0,CQA,9210,10158,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
968.0,CQA,10159,11287,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
969.0,CQA,11288,12216,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
970.0,CQA,12217,12952,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
971.0,CQA,12953,13691,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
972.0,CQA,13692,14339,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
973.0,CQA,14340,14973,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
974.0,CQA,14974,15528,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
975.0,CQA,15529,16048,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
976.0,CQA,16049,16577,SUÁREZ,"Escuela N° 124, A. Saravia esq. Bvar. Artigas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
977.0,CQA,16578,17054,SUÁREZ,"Liceo Suárez, Francisco Maciel y Dotta",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
978.0,CQA,17055,17558,SUÁREZ,"Liceo Suárez, Francisco Maciel y Dotta",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
980.0,CQA,18064,18502,SUÁREZ,"Liceo Suárez, Francisco Maciel y Dotta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
981.0,CQA,18503,18939,SUÁREZ,"Liceo Suárez, Francisco Maciel y Dotta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
982.0,CQA,18940,19356,SUÁREZ,"UTU, Carlo Rómulo s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
983.0,CQA,19357,19778,SUÁREZ,"UTU, Carlo Rómulo s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
984.0,CQA,19779,20209,SUÁREZ,"UTU, Carlo Rómulo s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
985.0,CQA,20210,20620,SUÁREZ,"Caif Suarez II, Camino del Este esquina Juna Dotta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
986.0,CQA,20621,21051,SUÁREZ,"Caif Suarez II, Camino del Este esquina Juna Dotta",402.0,S,Urbano,,planes_circuitales\Canelones.pdf
987.0,CQB,1,3964,TOLEDO,"Colegio Cristo Rey, Camino Las Tropas y Ruta 85",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
988.0,CQB,3965,5225,TOLEDO,"Colegio Cristo Rey, Camino Las Tropas y Ruta 85",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
989.0,CQB,5226,6396,TOLEDO,"Colegio Cristo Rey, Camino Las Tropas y Ruta 85",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
990.0,CQB,6397,7390,TOLEDO,"Colegio Cristo Rey, Camino Las Tropas y Ruta 85",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
991.0,CQB,7391,8350,TOLEDO,"Colegio Cristo Rey, Camino Las Tropas y Ruta 85",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
992.0,CQB,8351,9363,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
993.0,CQB,9364,10227,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
994.0,CQB,10228,10937,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
995.0,CQB,10938,11731,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
996.0,CQB,11732,12452,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
997.0,CQB,12453,13102,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
998.0,CQB,13103,13710,TOLEDO,"Escuela N° 129, Silvestre Guillén esq. L. A. de Herrera",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
999.0,CQB,13711,14356,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1000.0,CQB,14357,14984,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1001.0,CQB,14985,15569,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1002.0,CQB,15570,16128,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1003.0,CQB,16129,16750,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1004.0,CQB,16751,17351,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1005.0,CQB,17352,17840,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1006.0,CQB,17841,18314,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1007.0,CQB,18315,18825,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1008.0,CQB,18826,19375,TOLEDO,"Liceo Toledo, B. y Ordoñez esq. Melo",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1009.0,CQB,19376,19975,TOLEDO,"Escuela N° 176, Ruta 6 km 23,500 (Barrio San Andrés)",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1010.0,CQB,19976,20412,TOLEDO,"Escuela N° 176, Ruta 6 km 23,500 (Barrio San Andrés)",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1011.0,CQB,20413,20849,TOLEDO,"Escuela N° 176, Ruta 6 km 23,500 (Barrio San Andrés)",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1012.0,CQB,20850,21295,TOLEDO,"Escuela N° 176, Ruta 6 km 23,500 (Barrio San Andrés)",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1013.0,CQB,21296,21766,TOLEDO,"Escuela N° 176, Ruta 6 km 23,500 (Barrio San Andrés)",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
1015.0,CQB,22249,22666,TOLEDO,"Espacio Ciudadano, Plaza Baltasar Brum",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
1016.0,CQB,22667,23079,TOLEDO,"Espacio Ciudadano, Plaza Baltasar Brum",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
1017.0,CQB,23080,23498,TOLEDO,"Escuela No285, Ruta 6, Km 21,300",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
1018.0,CQB,23499,23909,TOLEDO,"Escuela No285, Ruta 6, Km 21,300",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
1019.0,CQB,23910,24322,TOLEDO,"Escuela No285, Ruta 6, Km 21,300",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
1020.0,CQB,24323,24744,TOLEDO,"Escuela No285, Ruta 6, Km 21,300",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
1021.0,CQB,24745,25196,TOLEDO,"Escuela No285, Ruta 6, Km 21,300",405.0,S,Urbano,,planes_circuitales\Canelones.pdf
1022.0,CQC,1,425,PASO DEL ANDALUZ,"Escuela N° 170, Camino del Andaluz km 3.200",383.0,S,Urbano,,planes_circuitales\Canelones.pdf
1023.0,CQC,426,856,PASO DEL ANDALUZ,"Escuela N° 170, Camino del Andaluz km 3.200",383.0,S,Urbano,,planes_circuitales\Canelones.pdf
1024.0,CQC,857,1265,PASO DEL ANDALUZ,"Escuela N° 170, Camino del Andaluz km 3.200",383.0,S,Urbano,,planes_circuitales\Canelones.pdf
1025.0,CQC,1266,1675,PASO DEL ANDALUZ,"Escuela N° 170, Camino del Andaluz km 3.200",383.0,S,Urbano,,planes_circuitales\Canelones.pdf
1026.0,CQC,1676,2065,PASO DEL ANDALUZ,"Escuela N° 170, Camino del Andaluz km 3.200",383.0,S,Urbano,,planes_circuitales\Canelones.pdf
1027.0,CQC,2066,2464,PASO DEL ANDALUZ,"Escuela N° 170, Camino del Andaluz km 3.200",385.0,S,Urbano,,planes_circuitales\Canelones.pdf
