Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,Unnamed: 0,file
346.0,CEA,34508,34964,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
347.0,CEA,34965,35416,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
348.0,CEA,35417,35884,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
349.0,CEA,35885,36366,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
350.0,CEA,36367,36845,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
351.0,CEA,36846,37281,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
352.0,CEA,37282,37709,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
353.0,CEA,37710,38136,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
354.0,CEA,38137,38570,LA PAZ,"Escuela N°163 Tiscornia, Manuel Tiscornia y J. de Viana",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
355.0,CEA,38571,38998,LA PAZ,"Escuela N°163 Tiscornia, Manuel Tiscornia y J. de Viana",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
356.0,CEA,38999,39422,LA PAZ,"Escuela N°163 Tiscornia, Manuel Tiscornia y J. de Viana",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
357.0,CEA,39423,39845,LA PAZ,"Escuela N°163 Tiscornia, Manuel Tiscornia y J. de Viana",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
358.0,CEA,39846,40261,LA PAZ,"Escuela N°163 Tiscornia, Manuel Tiscornia y J. de Viana",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
359.0,CEA,40262,40675,LA PAZ,"Escuela N°163 Tiscornia, Manuel Tiscornia y J. de Viana",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
360.0,CEA,40676,41082,LA PAZ,"Jardín 203, Gutiérrez esquina San Martín",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
361.0,CEA,41083,41490,LA PAZ,"Jardín 203, Gutiérrez esquina San Martín",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
362.0,CEA,41491,41896,LA PAZ,"Jardín 203, Gutiérrez esquina San Martín",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
363.0,CEA,41897,42363,LA PAZ,"Casa de la Cultura, José Rosa Gifuni esquina Rodó",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
364.0,CEB,1,895,EL COLORADO,"Escuela N° 45, Ruta 48 Km 14, Camino Zarranz",310.0,S,Rural,,planes_circuitales\Canelones.pdf
365.0,CEB,896,1420,EL COLORADO,"Escuela N° 45, Ruta 48 Km 14, Camino Zarranz",300.0,S,Rural,,planes_circuitales\Canelones.pdf
366.0,CEB,1421,1813,EL COLORADO,"Escuela N° 45, Ruta 48 Km 14, Camino Zarranz",300.0,S,Rural,,planes_circuitales\Canelones.pdf
367.0,CEB,1814,2159,EL COLORADO,"Escuela N° 45, Ruta 48 Km 14, Camino Zarranz",300.0,S,Rural,,planes_circuitales\Canelones.pdf
368.0,CEB,2160,2479,EL COLORADO,"Escuela N° 45, Ruta 48 Km 14, Camino Zarranz",301.0,S,Rural,,planes_circuitales\Canelones.pdf
369.0,CFA,1,11229,SAUCE,"Escuela N° 109, Carmelo González N°2221",405.0,S,Urbano,,planes_circuitales\Canelones.pdf
370.0,CFA,11230,13485,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
371.0,CFA,13486,14900,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
372.0,CFA,14901,16450,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
373.0,CFA,16451,17188,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
374.0,CFA,17189,17951,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
375.0,CFA,17952,18623,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
376.0,CFA,18624,19385,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
377.0,CFA,19386,20095,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
378.0,CFA,20096,20757,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
379.0,CFA,20758,21390,SAUCE,"Escuela N° 109, Carmelo González N°2221",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
380.0,CFA,21391,21943,SAUCE,"Jardin de Infantes N° 247, Canelones y Coronel Peirán",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
381.0,CFA,21944,22513,SAUCE,"Jardin de Infantes N° 247, Canelones y Coronel Peirán",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
382.0,CFA,22514,23057,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
383.0,CFA,23058,23545,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
384.0,CFA,23546,24076,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
386.0,CFA,24534,24984,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
387.0,CFA,24985,25457,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
388.0,CFA,25458,25889,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
389.0,CFA,25890,26310,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
390.0,CFA,26311,26717,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
391.0,CFA,26718,27119,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
392.0,CFA,27120,27520,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",395.0,S,Urbano,,planes_circuitales\Canelones.pdf
393.0,CFA,27521,27931,SAUCE,"Liceo N° 1, Santa Isabel y Santa Lucía",403.0,S,Urbano,,planes_circuitales\Canelones.pdf
394.0,CGA,1,7688,SANTA ROSA,"Escuela N° 119, J. P. Varela frente a la Plaza",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
395.0,CGA,7689,9475,SANTA ROSA,"Escuela N° 119, J. P. Varela frente a la Plaza",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
396.0,CGA,9476,10402,SANTA ROSA,"Escuela N° 119, J. P. Varela frente a la Plaza",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
397.0,CGA,10403,11102,SANTA ROSA,"U.T.U.,  Lavalleja esq. Llambías de Olivar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
398.0,CGA,11103,11741,SANTA ROSA,"U.T.U.,  Lavalleja esq. Llambías de Olivar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
399.0,CGA,11742,12375,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
400.0,CGA,12376,12921,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
401.0,CGA,12922,13416,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
402.0,CGA,13417,13884,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
403.0,CGA,13885,14322,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
404.0,CGA,14323,14747,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
405.0,CGA,14748,15168,SANTA ROSA,"Liceo Santa Rosa, 18 de Julio esq. Lambias de Olivar",403.0,S,Urbano,,planes_circuitales\Canelones.pdf
406.0,CHA,1,7872,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
407.0,CHA,7873,9262,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
408.0,CHA,9263,10574,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
409.0,CHA,10575,11343,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
410.0,CHA,11344,12045,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
411.0,CHA,12046,12714,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
412.0,CHA,12715,13428,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
413.0,CHA,13429,13990,SAN JACINTO,"Escuela N° 105, Carmelo González y Canelones",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
414.0,CHA,13991,14510,SAN JACINTO,"Colegio San José, Luis Alberto de Herrera casi Canelones",391.0,N,Urbano,,planes_circuitales\Canelones.pdf
415.0,CHA,14511,15062,SAN JACINTO,"Colegio San José, Luis Alberto de Herrera casi Canelones",391.0,N,Urbano,,planes_circuitales\Canelones.pdf
416.0,CHA,15063,15552,SAN JACINTO,"Colegio San José, Luis Alberto de Herrera casi Canelones",391.0,N,Urbano,,planes_circuitales\Canelones.pdf
417.0,CHA,15553,16002,SAN JACINTO,"Colegio San José, Luis Alberto de Herrera casi Canelones",391.0,N,Urbano,,planes_circuitales\Canelones.pdf
418.0,CHA,16003,16441,SAN JACINTO,"Liceo San Jacinto, Santa Lucía s/n casi Ruta 11",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
419.0,CHA,16442,16859,SAN JACINTO,"Liceo San Jacinto, Santa Lucía s/n casi Ruta 11",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
421.0,CHA,17273,17675,SAN JACINTO,"Liceo San Jacinto, Santa Lucía s/n casi Ruta 11",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
422.0,CHA,17676,18076,SAN JACINTO,"Liceo San Jacinto, Santa Lucía s/n casi Ruta 11",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
423.0,CIA,1,9762,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",406.0,S,Urbano,,planes_circuitales\Canelones.pdf
424.0,CIA,9763,11362,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
425.0,CIA,11363,12657,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
426.0,CIA,12658,13683,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
427.0,CIA,13684,14673,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
428.0,CIA,14674,15451,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
429.0,CIA,15452,16076,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
430.0,CIA,16077,16679,SAN RAMÓN,"Escuela N° 148, B. y Ordoñez N° 1650",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
431.0,CIA,16680,17352,SAN RAMÓN,"Instituto de Formación Docente, B. y Ordoñez N°1624",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
432.0,CIA,17353,17906,SAN RAMÓN,"Instituto de Formación Docente, B. y Ordoñez N°1624",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
433.0,CIA,17907,18465,SAN RAMÓN,"Instituto de Formación Docente, B. y Ordoñez N°1624",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
434.0,CIA,18466,18938,SAN RAMÓN,"Instituto de Formación Docente, B. y Ordoñez N°1624",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
435.0,CIA,18939,19419,SAN RAMÓN,"Instituto de Formación Docente, B. y Ordoñez N°1624",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
436.0,CIA,19420,19857,SAN RAMÓN,"UTU, Batlle y Ordoñez N° 1689",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
437.0,CIA,19858,20317,SAN RAMÓN,"UTU, Batlle y Ordoñez N° 1689",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
438.0,CIA,20318,20740,SAN RAMÓN,"UTU, Batlle y Ordoñez N° 1689",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
439.0,CIA,20741,21154,SAN RAMÓN,"UTU, Batlle y Ordoñez N° 1689",396.0,S,Urbano,,planes_circuitales\Canelones.pdf
440.0,CIA,21155,21571,SAN RAMÓN,"UTU, Batlle y Ordoñez N° 1689",398.0,S,Urbano,,planes_circuitales\Canelones.pdf
441.0,CJA,1,10567,TALA,"Colegio Divino Salvador, Conrado Villegas s/n",399.0,S,Urbano,,planes_circuitales\Canelones.pdf
442.0,CJA,10568,12448,TALA,"Colegio Divino Salvador, Conrado Villegas s/n",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
443.0,CJA,12449,13627,TALA,"Colegio Divino Salvador, Conrado Villegas s/n",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
444.0,CJA,13628,14812,TALA,"Colegio Divino Salvador, Conrado Villegas s/n",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
445.0,CJA,14813,15699,TALA,"Colegio Divino Salvador, Conrado Villegas s/n",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
446.0,CJA,15700,16443,TALA,"Liceo San José, Santiago Borrazás s/n e Ildefonso de León",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
447.0,CJA,16444,17205,TALA,"Liceo San José, Santiago Borrazás s/n e Ildefonso de León",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
448.0,CJA,17206,17951,TALA,"Liceo San José, Santiago Borrazás s/n e Ildefonso de León",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
449.0,CJA,17952,18605,TALA,"Liceo San José, Santiago Borrazás s/n e Ildefonso de León",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
450.0,CJA,18606,19212,TALA,"Jardín de Infantes N° 246, 25 de Agosto y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
451.0,CJA,19213,19777,TALA,"Jardín de Infantes N° 246, 25 de Agosto y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
452.0,CJA,19778,20286,TALA,"Jardín de Infantes N° 246, 25 de Agosto y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
453.0,CJA,20287,20763,TALA,"Liceo Tala, Ildefonso de León y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
454.0,CJA,20764,21232,TALA,"Liceo Tala, Ildefonso de León y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
456.0,CJA,21665,22115,TALA,"Liceo Tala, Ildefonso de León y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
457.0,CJA,22116,22523,TALA,"Liceo Tala, Ildefonso de León y L. A. de Herrera",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
458.0,CJA,22524,22929,TALA,"Escuela N° 116, L. A. de Herrera esq. 25 de Agosto",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
459.0,CJA,22930,23326,TALA,"Escuela N° 116, L. A. de Herrera esq. 25 de Agosto",389.0,S,Urbano,,planes_circuitales\Canelones.pdf
460.0,CJA,23327,23737,TALA,"Escuela N° 116, L. A. de Herrera esq. 25 de Agosto",398.0,S,Urbano,,planes_circuitales\Canelones.pdf
461.0,CJB,1,1746,BOLÍVAR,"Escuela N° 22, Ruta 7 km 92",229.0,N,Rural,,planes_circuitales\Canelones.pdf
462.0,CKA,1,11088,MIGUES,"Escuela N° 113, Gregorio Migues casi J. P. Varela",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
463.0,CKA,11089,13220,MIGUES,"Escuela N° 113, Gregorio Migues casi J. P. Varela",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
464.0,CKA,13221,14885,MIGUES,"Escuela N° 113, Gregorio Migues casi J. P. Varela",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
465.0,CKA,14886,15920,MIGUES,"Colegio San José, L. A. de Herrera casi H. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
466.0,CKA,15921,16684,MIGUES,"Colegio San José, L. A. de Herrera casi H. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
467.0,CKA,16685,17297,MIGUES,"Colegio San José, L. A. de Herrera casi H. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
468.0,CKA,17298,17761,MIGUES,"Municipio, L. A. de Herrera e/ Migues y H. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
469.0,CKA,17762,18197,MIGUES,"Municipio, L. A. de Herrera e/ Migues y H. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
470.0,CKA,18198,18597,MIGUES,"Liceo Migues, José Pedro Varela casi Educ. E. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
471.0,CKA,18598,18979,MIGUES,"Liceo Migues, José Pedro Varela casi Educ. E. Silva",371.0,S,Urbano,,planes_circuitales\Canelones.pdf
472.0,CKB,1,997,MONTES,"Escuela N° 67, Calle 7 y Rufino Cabana",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
473.0,CKB,998,1694,MONTES,"Escuela N° 67, Calle 7 y Rufino Cabana",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
474.0,CKB,1695,2177,MONTES,"Escuela N° 67, Calle 7 y Rufino Cabana",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
475.0,CKB,2178,2576,MONTES,"Escuela N° 67, Calle 7 y Rufino Cabana",382.0,S,Urbano,,planes_circuitales\Canelones.pdf
476.0,CLA,1,6174,SOCA,"Municipio, Zenón Burgueño e/ 25 de mayo y Gral. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
477.0,CLA,6175,7081,SOCA,"Liceo de Soca, S. Soca e/ B. y Ordóñez y Juan Esteve",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
478.0,CLA,7082,7757,SOCA,"Liceo de Soca, S. Soca e/ B. y Ordóñez y Juan Esteve",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
479.0,CLA,7758,8300,SOCA,"Liceo de Soca, S. Soca e/ B. y Ordóñez y Juan Esteve",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
480.0,CLA,8301,8761,SOCA,"Liceo de Soca, S. Soca e/ B. y Ordóñez y Juan Esteve",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
481.0,CLA,8762,9164,SOCA,"Liceo de Soca, S. Soca e/ B. y Ordóñez y Juan Esteve",394.0,S,Urbano,,planes_circuitales\Canelones.pdf
482.0,CLB,1,2144,LA FLORESTA,"Escuela N° 190, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
483.0,CLB,2145,2938,LA FLORESTA,"Escuela N° 190, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
484.0,CLB,2939,3648,LA FLORESTA,"Escuela N° 190, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
485.0,CLB,3649,4257,LA FLORESTA,"Escuela N° 190, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
486.0,CLB,4258,4778,LA FLORESTA,"Escuela N° 190, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
487.0,CLB,4779,5231,LA FLORESTA,"Escuela N° 190, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
488.0,CLB,5232,5663,LA FLORESTA,"Liceo La Floresta, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
489.0,CLB,5664,6069,LA FLORESTA,"Liceo La Floresta, Sarandí Solís y Rotonda Central",391.0,S,Urbano,,planes_circuitales\Canelones.pdf
491.0,CLC,1,2070,PIEDRAS DE AFILAR,"Escuela N° 159, R. Interbalnearia Km 62,800 y 18 de Julio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
492.0,CLC,2071,2773,PIEDRAS DE AFILAR,"Escuela N° 159, R. Interbalnearia Km 62,800 y 18 de Julio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
493.0,CLC,2774,3461,PIEDRAS DE AFILAR,"Escuela N° 159, R. Interbalnearia Km 62,800 y 18 de Julio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
494.0,CLC,3462,3974,PIEDRAS DE AFILAR,"Escuela N° 159, R. Interbalnearia Km 62,800 y 18 de Julio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
495.0,CLC,3975,4454,PIEDRAS DE AFILAR,"Liceo San Luis, R. Interbalnearia Km. 63",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
496.0,CLC,4455,4901,PIEDRAS DE AFILAR,"Liceo San Luis, R. Interbalnearia Km. 63",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
497.0,CLC,4902,5317,PIEDRAS DE AFILAR,"Liceo San Luis, R. Interbalnearia Km. 63",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
498.0,CLC,5318,5749,PIEDRAS DE AFILAR,"Escuela Cuchilla Alta, Rivera y Pons",409.0,S,Urbano,,planes_circuitales\Canelones.pdf
499.0,CLD,1,223,LORENZO CELLA,"Escuela N° 39, R. 70 Km 78 emp. Ruta 9",9.0,S,Rural,,planes_circuitales\Canelones.pdf
,CLE,1,329,PERERA GOMEZ,8,,,,,planes_circuitales\Canelones.pdf
500.0,CMA,1,14331,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
501.0,CMA,14332,17940,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
502.0,CMA,17941,20267,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
503.0,CMA,20268,22721,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
504.0,CMA,22722,24061,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
505.0,CMA,24062,25489,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
506.0,CMA,25490,27627,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
507.0,CMA,27628,28772,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
508.0,CMA,28773,29736,PANDO,"Colegio Los Maristas, Champagnat N° 1017",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
509.0,CMA,29737,30599,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
510.0,CMA,30600,31575,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
511.0,CMA,31576,32952,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
512.0,CMA,32953,34454,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
513.0,CMA,34455,35995,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
514.0,CMA,35996,36847,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
515.0,CMA,36848,37784,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
516.0,CMA,37785,38753,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
517.0,CMA,38754,39544,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
518.0,CMA,39545,40403,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
519.0,CMA,40404,41406,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
520.0,CMA,41407,42032,PANDO,"Escuela N° 112, W. Ferreira Aldunate e Ituzaingó",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
521.0,CMA,42033,42741,PANDO,"Escuela N° 111, W. Ferreira Aldunate N° 1056",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
522.0,CMA,42742,43466,PANDO,"Escuela N° 111, W. Ferreira Aldunate N° 1056",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
523.0,CMA,43467,44231,PANDO,"Escuela N° 111, W. Ferreira Aldunate N° 1056",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
525.0,CMA,45090,45798,PANDO,"Colegio y Liceo del Huerto, Avda. Artigas N° 902",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
526.0,CMA,45799,46462,PANDO,"Colegio y Liceo del Huerto, Avda. Artigas N° 902",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
527.0,CMA,46463,47103,PANDO,"Colegio y Liceo del Huerto, Avda. Artigas N° 902",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
528.0,CMA,47104,47786,PANDO,"Colegio y Liceo del Huerto, Avda. Artigas N° 902",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
529.0,CMA,47787,48443,PANDO,"Colegio y Liceo del Huerto, Avda. Artigas N° 902",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
